frequency_hz,band_index,band_label,energy,energy_relative_db,gate,activation_rms,activation_relative_db
150.0,1,250-500 Hz,0.7186428308486938,-16.726879119873047,0.6933441162109375,0.3742309510707855,-20.870668411254883
150.0,2,500-750 Hz,0.016044743359088898,-33.23868179321289,0.5482239723205566,0.06163397431373596,-36.53705978393555
150.0,3,750-1000 Hz,0.048348668962717056,-28.448163986206055,0.5460382699966431,0.06809774786233902,-35.67081069946289
150.0,4,1-1.5 kHz,0.017878148704767227,-32.76878356933594,0.5337846875190735,0.038601115345954895,-40.60146713256836
150.0,5,1.5-2.5 kHz,0.05498422682285309,-27.889629364013672,0.5629702806472778,0.07576072216033936,-34.74458312988281
150.0,6,2.5-4 kHz,0.11911104619503021,-24.532489776611328,0.5831170082092285,0.11301711201667786,-31.270580291748047
150.0,7,>4 kHz,0.09342535585165024,-25.587360382080078,0.5770666599273682,0.1008039265871048,-32.263916015625
175.0,0,<250 Hz,1.8295701742172241,-12.668519020080566,0.7794890403747559,0.7113399505615234,-15.29192066192627
175.0,1,250-500 Hz,0.7026844620704651,-16.824405670166016,0.6910722255706787,0.3681235909461975,-21.013591766357422
175.0,2,500-750 Hz,0.03167826309800148,-30.284395217895508,0.5525423288345337,0.07710912823677063,-34.591346740722656
175.0,3,750-1000 Hz,0.07734298706054688,-26.407798767089844,0.5538884401321411,0.08761966228485107,-33.4814338684082
175.0,4,1-1.5 kHz,0.059780336916446686,-27.526426315307617,0.5461885929107666,0.0725666955113411,-35.118717193603516
175.0,5,1.5-2.5 kHz,0.03331016004085541,-30.066242218017578,0.5567842721939087,0.05854545906186104,-36.98360061645508
175.0,6,2.5-4 kHz,0.47577449679374695,-18.51799774169922,0.6547858715057373,0.2747774124145508,-23.553844451904297
175.0,7,>4 kHz,0.5659430623054504,-17.7642822265625,0.676661491394043,0.3186536729335785,-22.267086029052734
200.0,0,<250 Hz,2.809589385986328,-10.805580139160156,0.8267167806625366,0.9586777687072754,-12.70001220703125
200.0,1,250-500 Hz,0.35279056429862976,-19.81683921813965,0.6323196887969971,0.2260034829378128,-25.251161575317383
200.0,2,500-750 Hz,0.15231600403785706,-23.464553833007812,0.5835429430007935,0.15897715091705322,-28.30677032470703
200.0,3,750-1000 Hz,0.09249286353588104,-25.63092803955078,0.5578964948654175,0.09680173546075821,-32.61580276489258
200.0,4,1-1.5 kHz,0.09564254432916641,-25.485498428344727,0.5563787221908569,0.09451992809772491,-32.822998046875
200.0,5,1.5-2.5 kHz,0.019721252843737602,-32.34266662597656,0.5528299808502197,0.04534461349248886,-39.20294952392578
200.0,6,2.5-4 kHz,0.9290794134140015,-15.611480712890625,0.7180946469306946,0.44697752594947815,-19.32775115966797
200.0,7,>4 kHz,1.3880094289779663,-13.868084907531738,0.7757353186607361,0.6161671876907349,-16.539493560791016
225.0,0,<250 Hz,3.5866830348968506,-9.745079040527344,0.8519147634506226,1.126534104347229,-11.298578262329102
225.0,1,250-500 Hz,0.01806202158331871,-32.72434616088867,0.5540952682495117,0.04527850076556206,-39.21562576293945
225.0,2,500-750 Hz,0.4229520261287689,-19.029098510742188,0.64070725440979,0.2921788990497589,-23.02048683166504
225.0,3,750-1000 Hz,0.07416466623544693,-26.59004020690918,0.55303955078125,0.08562413603067398,-33.681541442871094
225.0,4,1-1.5 kHz,0.09163042157888412,-25.671613693237305,0.5552575588226318,0.09222240000963211,-33.03673553466797
225.0,5,1.5-2.5 kHz,0.015672840178012848,-33.34053421020508,0.5516403913497925,0.040726471692323685,-40.13592529296875
